Name,Language,Severity,Word
332,en-us,100,dicklick
333,en-us,100,dicklicker
334,en-us,100,dickman
335,en-us,100,dickwad
336,en-us,100,dickweed
337,en-us,100,diddle
338,en-us,100,die
339,en-us,100,died
340,en-us,100,dies
341,en-us,100,dike
342,en-us,100,dildo
343,en-us,100,dingleberry
344,en-us,100,dink
345,en-us,100,dipshit
346,en-us,100,dipstick
347,en-us,100,dirty
348,en-us,100,disease
349,en-us,100,diseases
350,en-us,100,disturbed
351,en-us,100,dive
352,en-us,100,dix
353,en-us,100,dixiedike
354,en-us,100,dixiedyke
355,en-us,100,doggiestyle
356,en-us,100,doggystyle
357,en-us,100,dong
358,en-us,100,doodoo
359,en-us,100,doo-doo
360,en-us,100,doom
361,en-us,100,dope
362,en-us,100,dragqueen
363,en-us,100,dragqween
364,en-us,100,dripdick
365,en-us,100,drug
366,en-us,100,drunk
367,en-us,100,drunken
368,en-us,100,dumb
369,en-us,100,dumbass
370,en-us,100,dumbbitch
371,en-us,100,dumbfuck
372,en-us,100,dyefly
373,en-us,100,dyke
374,en-us,100,easyslut
375,en-us,100,eatballs
376,en-us,100,eatme
377,en-us,100,eatpussy
378,en-us,100,ecstacy
379,en-us,100,ejaculate
380,en-us,100,ejaculated
381,en-us,100,ejaculating 
382,en-us,100,ejaculation
383,en-us,100,enema
384,en-us,100,enemy
385,en-us,100,erect
386,en-us,100,erection
387,en-us,100,ero
388,en-us,100,escort
389,en-us,100,ethiopian
390,en-us,100,ethnic
391,en-us,100,european
392,en-us,100,evl
393,en-us,100,excrement
394,en-us,100,execute
395,en-us,100,executed
396,en-us,100,execution
397,en-us,100,executioner
398,en-us,100,explosion
399,en-us,100,facefucker
400,en-us,100,faeces
401,en-us,100,fag
402,en-us,100,fagging
403,en-us,100,faggot
404,en-us,100,fagot
405,en-us,100,failed
406,en-us,100,failure
407,en-us,100,fairies
408,en-us,100,fairy
409,en-us,100,faith
410,en-us,100,fannyfucker
411,en-us,100,fart
412,en-us,100,farted 
413,en-us,100,farting 
414,en-us,100,farty 
415,en-us,100,fastfuck
416,en-us,100,fat
417,en-us,100,fatah
418,en-us,100,fatass
419,en-us,100,fatfuck
420,en-us,100,fatfucker
421,en-us,100,fatso
422,en-us,100,fckcum
423,en-us,100,fear
424,en-us,100,feces
425,en-us,100,felatio 
426,en-us,100,felch
427,en-us,100,felcher
428,en-us,100,felching
429,en-us,100,fellatio
430,en-us,100,feltch
431,en-us,100,feltcher
432,en-us,100,feltching
433,en-us,100,fetish
434,en-us,100,fight
435,en-us,100,filipina
436,en-us,100,filipino
437,en-us,100,fingerfood
438,en-us,100,fingerfuck 
439,en-us,100,fingerfucked 
440,en-us,100,fingerfucker 
441,en-us,100,fingerfuckers
442,en-us,100,fingerfucking 
443,en-us,100,fire
444,en-us,100,firing
445,en-us,100,fister
446,en-us,100,fistfuck
447,en-us,100,fistfucked 
448,en-us,100,fistfucker 
449,en-us,100,fistfucking 
450,en-us,100,fisting
451,en-us,100,flange
452,en-us,100,flasher
453,en-us,100,flatulence
454,en-us,100,floo
455,en-us,100,flydie
456,en-us,100,flydye
457,en-us,100,fok
458,en-us,100,fondle
459,en-us,100,footaction
460,en-us,100,footfuck
461,en-us,100,footfucker
462,en-us,100,footlicker
463,en-us,100,footstar
464,en-us,100,fore
465,en-us,100,foreskin
466,en-us,100,forni
467,en-us,100,fornicate
468,en-us,100,foursome
469,en-us,100,fourtwenty
470,en-us,100,fraud
471,en-us,100,freakfuck
472,en-us,100,freakyfucker
473,en-us,100,freefuck
474,en-us,100,fu
475,en-us,100,fubar
476,en-us,100,fuc
477,en-us,100,fucck
478,en-us,100,fuck
479,en-us,100,fucka
480,en-us,100,fuckable
481,en-us,100,fuckbag
482,en-us,100,fuckbuddy
483,en-us,100,fucked
484,en-us,100,fuckedup
485,en-us,100,fucker
486,en-us,100,fuckers
487,en-us,100,fuckface
488,en-us,100,fuckfest
489,en-us,100,fuckfreak
490,en-us,100,fuckfriend
491,en-us,100,fuckhead
492,en-us,100,fuckher
493,en-us,100,fuckin
494,en-us,100,fuckina
495,en-us,100,fucking
496,en-us,100,fuckingbitch
497,en-us,100,fuckinnuts
498,en-us,100,fuckinright
499,en-us,100,fuckit
500,en-us,100,fuckknob
501,en-us,100,fuckme 
502,en-us,100,fuckmehard
503,en-us,100,fuckmonkey
504,en-us,100,fuckoff
505,en-us,100,fuckpig
506,en-us,100,fucks
507,en-us,100,fucktard
508,en-us,100,fuckwhore
509,en-us,100,fuckyou
510,en-us,100,fudgepacker
511,en-us,100,fugly
512,en-us,100,fuk
513,en-us,100,fuks
514,en-us,100,funeral
515,en-us,100,funfuck
516,en-us,100,fungus
517,en-us,100,fuuck
518,en-us,100,gangbang
519,en-us,100,gangbanged 
520,en-us,100,gangbanger
521,en-us,100,gangsta
522,en-us,100,gatorbait
523,en-us,100,gay
524,en-us,100,gaymuthafuckinwhore
525,en-us,100,gaysex 
526,en-us,100,geez
527,en-us,100,geezer
528,en-us,100,geni
529,en-us,100,genital
530,en-us,100,german
531,en-us,100,getiton
532,en-us,100,gin
533,en-us,100,ginzo
534,en-us,100,gipp
535,en-us,100,girls
536,en-us,100,givehead
537,en-us,100,glazeddonut
538,en-us,100,gob
539,en-us,100,god
540,en-us,100,godammit
541,en-us,100,goddamit
542,en-us,100,goddammit
543,en-us,100,goddamn
544,en-us,100,goddamned
545,en-us,100,goddamnes
546,en-us,100,goddamnit
547,en-us,100,goddamnmuthafucker
548,en-us,100,goldenshower
549,en-us,100,gonorrehea
550,en-us,100,gonzagas
551,en-us,100,gook
552,en-us,100,gotohell
553,en-us,100,goy
554,en-us,100,goyim
555,en-us,100,greaseball
556,en-us,100,gringo
557,en-us,100,groe
558,en-us,100,gross
559,en-us,100,grostulation
560,en-us,100,gubba
561,en-us,100,gummer
562,en-us,100,gun
563,en-us,100,gyp
564,en-us,100,gypo
565,en-us,100,gypp
566,en-us,100,gyppie
567,en-us,100,gyppo
568,en-us,100,gyppy
569,en-us,100,hamas
570,en-us,100,handjob
571,en-us,100,hapa
572,en-us,100,harder
573,en-us,100,hardon
574,en-us,100,harem
575,en-us,100,headfuck
576,en-us,100,headlights
577,en-us,100,hebe
578,en-us,100,heeb
579,en-us,100,hell
580,en-us,100,henhouse
581,en-us,100,heroin
582,en-us,100,herpes
583,en-us,100,heterosexual
584,en-us,100,hijack
585,en-us,100,hijacker
586,en-us,100,hijacking
587,en-us,100,hillbillies
588,en-us,100,hindoo
589,en-us,100,hiscock
590,en-us,100,hitler
591,en-us,100,hitlerism
592,en-us,100,hitlerist
593,en-us,100,hiv
594,en-us,100,ho
595,en-us,100,hobo
596,en-us,100,hodgie
597,en-us,100,hoes
598,en-us,100,hole
599,en-us,100,holestuffer
600,en-us,100,homicide
601,en-us,100,homo
602,en-us,100,homobangers
603,en-us,100,homosexual
604,en-us,100,honger
605,en-us,100,honk
606,en-us,100,honkers
607,en-us,100,honkey
608,en-us,100,honky
609,en-us,100,hook
610,en-us,100,hooker
611,en-us,100,hookers
612,en-us,100,hooters
613,en-us,100,hore
614,en-us,100,hork
615,en-us,100,horn
616,en-us,100,horney
617,en-us,100,horniest
618,en-us,100,horny
619,en-us,100,horseshit
620,en-us,100,hosejob
621,en-us,100,hoser
622,en-us,100,hostage
623,en-us,100,hotdamn
624,en-us,100,hotpussy
625,en-us,100,hottotrot
626,en-us,100,hummer
627,en-us,100,husky
628,en-us,100,hussy
629,en-us,100,hustler
630,en-us,100,hymen
631,en-us,100,hymie
632,en-us,100,iblowu
633,en-us,100,idiot
634,en-us,100,ikey
635,en-us,100,illegal
636,en-us,100,incest
637,en-us,100,insest
638,en-us,100,intercourse
639,en-us,100,interracial
640,en-us,100,intheass
641,en-us,100,inthebuff
642,en-us,100,israel
643,en-us,100,israeli
644,en-us,100,israel's
645,en-us,100,italiano
646,en-us,100,itch
647,en-us,100,jackass
648,en-us,100,jackoff
649,en-us,100,jackshit
650,en-us,100,jacktheripper
651,en-us,100,jade
652,en-us,100,jap
653,en-us,100,japanese
654,en-us,100,japcrap
655,en-us,100,jebus
656,en-us,100,jeez
657,en-us,100,jerkoff
658,en-us,100,jesus
659,en-us,100,jesuschrist
660,en-us,100,jew
661,en-us,100,jewish
662,en-us,100,jiga
663,en-us,100,jigaboo
664,en-us,100,jigg
665,en-us,100,jigga
666,en-us,100,jiggabo
667,en-us,100,jigger 
668,en-us,100,jiggy
669,en-us,100,jihad
670,en-us,100,jijjiboo
671,en-us,100,jimfish
672,en-us,100,jism
673,en-us,100,jiz 
674,en-us,100,jizim
675,en-us,100,jizjuice
676,en-us,100,jizm 
677,en-us,100,jizz
678,en-us,100,jizzim
679,en-us,100,jizzum
680,en-us,100,joint
681,en-us,100,juggalo
682,en-us,100,jugs
683,en-us,100,junglebunny
684,en-us,100,kaffer
685,en-us,100,kaffir
686,en-us,100,kaffre
687,en-us,100,kafir
688,en-us,100,kanake
689,en-us,100,kid
690,en-us,100,kigger
691,en-us,100,kike
692,en-us,100,kill
693,en-us,100,killed
694,en-us,100,killer
695,en-us,100,killing
696,en-us,100,kills
697,en-us,100,kink
698,en-us,100,kinky
699,en-us,100,kissass
700,en-us,100,kkk
701,en-us,100,knife
702,en-us,100,knockers
703,en-us,100,kock
704,en-us,100,kondum
705,en-us,100,koon
706,en-us,100,kotex
707,en-us,100,krap
708,en-us,100,krappy
709,en-us,100,kraut
710,en-us,100,kum
711,en-us,100,kumbubble
712,en-us,100,kumbullbe
713,en-us,100,kummer
714,en-us,100,kumming
715,en-us,100,kumquat
716,en-us,100,kums
717,en-us,100,kunilingus
718,en-us,100,kunnilingus
719,en-us,100,kunt
720,en-us,100,ky
721,en-us,100,kyke
722,en-us,100,lactate
723,en-us,100,laid
724,en-us,100,lapdance
725,en-us,100,latin
726,en-us,100,lesbain
727,en-us,100,lesbayn
728,en-us,100,lesbian
729,en-us,100,lesbin
730,en-us,100,lesbo
731,en-us,100,lez
732,en-us,100,lezbe
733,en-us,100,lezbefriends
734,en-us,100,lezbo
735,en-us,100,lezz
736,en-us,100,lezzo
737,en-us,100,liberal
738,en-us,100,libido
739,en-us,100,licker
740,en-us,100,lickme
741,en-us,100,lies
742,en-us,100,limey
743,en-us,100,limpdick
744,en-us,100,limy
745,en-us,100,lingerie
746,en-us,100,liquor
747,en-us,100,livesex
748,en-us,100,loadedgun
749,en-us,100,lolita
750,en-us,100,looser
751,en-us,100,loser
752,en-us,100,lotion
753,en-us,100,lovebone
754,en-us,100,lovegoo
755,en-us,100,lovegun
756,en-us,100,lovejuice
757,en-us,100,lovemuscle
758,en-us,100,lovepistol
759,en-us,100,loverocket
760,en-us,100,lowlife
761,en-us,100,lsd
762,en-us,100,lubejob
763,en-us,100,lucifer
764,en-us,100,luckycammeltoe
765,en-us,100,lugan
766,en-us,100,lynch
767,en-us,100,macaca
768,en-us,100,mad
769,en-us,100,mafia
770,en-us,100,magicwand
771,en-us,100,mams
772,en-us,100,manhater
773,en-us,100,manpaste
774,en-us,100,marijuana
775,en-us,100,mastabate
776,en-us,100,mastabater
777,en-us,100,masterbate
778,en-us,100,masterblaster
779,en-us,100,mastrabator
780,en-us,100,masturbate
781,en-us,100,masturbating
782,en-us,100,mattressprincess
783,en-us,100,meatbeatter
784,en-us,100,meatrack
785,en-us,100,meth
786,en-us,100,mexican
787,en-us,100,mgger
788,en-us,100,mggor
789,en-us,100,mickeyfinn
790,en-us,100,mideast
791,en-us,100,milf
792,en-us,100,minority
793,en-us,100,mockey
794,en-us,100,mockie
795,en-us,100,mocky
796,en-us,100,mofo
797,en-us,100,moky
798,en-us,100,moles
799,en-us,100,molest
800,en-us,100,molestation
801,en-us,100,molester
802,en-us,100,molestor
803,en-us,100,moneyshot
804,en-us,100,mooncricket
805,en-us,100,mormon
806,en-us,100,moron
807,en-us,100,moslem
808,en-us,100,mosshead
809,en-us,100,mothafuck
810,en-us,100,mothafucka
811,en-us,100,mothafuckaz
812,en-us,100,mothafucked 
813,en-us,100,mothafucker
814,en-us,100,mothafuckin
815,en-us,100,mothafucking 
816,en-us,100,mothafuckings
817,en-us,100,motherfuck
818,en-us,100,motherfucked
819,en-us,100,motherfucker
820,en-us,100,motherfuckin
821,en-us,100,motherfucking
822,en-us,100,motherfuckings
823,en-us,100,motherlovebone
824,en-us,100,muff
825,en-us,100,muffdive
826,en-us,100,muffdiver
827,en-us,100,muffindiver
828,en-us,100,mufflikcer
829,en-us,100,mulatto
830,en-us,100,muncher
831,en-us,100,munt
832,en-us,100,murder
833,en-us,100,murderer
834,en-us,100,muslim
835,en-us,100,naked
836,en-us,100,narcotic
837,en-us,100,nasty
838,en-us,100,nastybitch
839,en-us,100,nastyho
840,en-us,100,nastyslut
841,en-us,100,nastywhore
842,en-us,100,nazi
843,en-us,100,necro
844,en-us,100,negro
845,en-us,100,negroes
846,en-us,100,negroid
847,en-us,100,negro's
848,en-us,100,nig
849,en-us,100,niger
850,en-us,100,nigerian
851,en-us,100,nigerians
852,en-us,100,nigg
853,en-us,100,nigga
854,en-us,100,niggah
855,en-us,100,niggaracci
856,en-us,100,niggard
857,en-us,100,niggarded
858,en-us,100,niggarding
859,en-us,100,niggardliness
860,en-us,100,niggardliness's
861,en-us,100,niggardly
862,en-us,100,niggards
863,en-us,100,niggard's
864,en-us,100,niggaz
865,en-us,100,nigger
866,en-us,100,niggerhead
867,en-us,100,niggerhole
868,en-us,100,niggers
869,en-us,100,nigger's
870,en-us,100,niggle
871,en-us,100,niggled
872,en-us,100,niggles
873,en-us,100,niggling
874,en-us,100,nigglings
875,en-us,100,niggor
876,en-us,100,niggur
877,en-us,100,niglet
878,en-us,100,nignog
879,en-us,100,nigr
880,en-us,100,nigra
881,en-us,100,nigre
882,en-us,100,nip
883,en-us,100,nipple
884,en-us,100,nipplering
885,en-us,100,nittit
886,en-us,100,nlgger
887,en-us,100,nlggor
888,en-us,100,nofuckingway
889,en-us,100,nook
890,en-us,100,nookey
891,en-us,100,nookie
892,en-us,100,noonan
893,en-us,100,nooner
894,en-us,100,nude
895,en-us,100,nudger
896,en-us,100,nuke
897,en-us,100,nutfucker
898,en-us,100,nymph
899,en-us,100,ontherag
900,en-us,100,oral
901,en-us,100,orga
902,en-us,100,orgasim 
903,en-us,100,orgasm
904,en-us,100,orgies
905,en-us,100,orgy
906,en-us,100,osama
907,en-us,100,paki
908,en-us,100,palesimian
909,en-us,100,palestinian
910,en-us,100,pansies
911,en-us,100,pansy
912,en-us,100,panti
913,en-us,100,panties
914,en-us,100,payo
915,en-us,100,pearlnecklace
916,en-us,100,peck
917,en-us,100,pecker
918,en-us,100,peckerwood
919,en-us,100,pee
920,en-us,100,peehole
921,en-us,100,pee-pee
922,en-us,100,peepshow
923,en-us,100,peepshpw
924,en-us,100,pendy
925,en-us,100,penetration
926,en-us,100,peni5
927,en-us,100,penile
928,en-us,100,penis
929,en-us,100,penises
930,en-us,100,penthouse
931,en-us,100,period
932,en-us,100,perv
933,en-us,100,phonesex
934,en-us,100,phuk
935,en-us,100,phuked
936,en-us,100,phuking
937,en-us,100,phukked
938,en-us,100,phukking
939,en-us,100,phungky
940,en-us,100,phuq
941,en-us,100,pi55
942,en-us,100,picaninny
943,en-us,100,piccaninny
944,en-us,100,pickaninny
945,en-us,100,piker
946,en-us,100,pikey
947,en-us,100,piky
948,en-us,100,pimp
949,en-us,100,pimped
950,en-us,100,pimper
951,en-us,100,pimpjuic
952,en-us,100,pimpjuice
953,en-us,100,pimpsimp
954,en-us,100,pindick
955,en-us,100,piss
956,en-us,100,pissed
957,en-us,100,pisser
958,en-us,100,pisses 
959,en-us,100,pisshead
960,en-us,100,pissin 
961,en-us,100,pissing
962,en-us,100,pissoff 
963,en-us,100,pistol
964,en-us,100,pixie
965,en-us,100,pixy
966,en-us,100,playboy
967,en-us,100,playgirl
968,en-us,100,pocha
969,en-us,100,pocho
970,en-us,100,pocketpool
971,en-us,100,pohm
972,en-us,100,polack
973,en-us,100,pom
974,en-us,100,pommie
975,en-us,100,pommy
976,en-us,100,poo
977,en-us,100,poon
978,en-us,100,poontang
979,en-us,100,poop
980,en-us,100,pooper
981,en-us,100,pooperscooper
982,en-us,100,pooping
983,en-us,100,poorwhitetrash
984,en-us,100,popimp
985,en-us,100,porchmonkey
986,en-us,100,porn
987,en-us,100,pornflick
988,en-us,100,pornking
989,en-us,100,porno
990,en-us,100,pornography
991,en-us,100,pornprincess
992,en-us,100,pot
993,en-us,100,poverty
994,en-us,100,premature
995,en-us,100,pric
996,en-us,100,prick
997,en-us,100,prickhead
998,en-us,100,primetime
999,en-us,100,propaganda
1000,en-us,100,pros
1001,en-us,100,prostitute
1002,en-us,100,protestant
1003,en-us,100,pu55i
1004,en-us,100,pu55y
1005,en-us,100,pube
1006,en-us,100,pubic
1007,en-us,100,pubiclice
1008,en-us,100,pud
1009,en-us,100,pudboy
1010,en-us,100,pudd
1011,en-us,100,puddboy
1012,en-us,100,puke
1013,en-us,100,puntang
1014,en-us,100,purinapricness
1015,en-us,100,puss
1016,en-us,100,pussie
1017,en-us,100,pussies
1018,en-us,100,pussy
1019,en-us,100,pussycat
1020,en-us,100,pussyeater
1021,en-us,100,pussyfucker
1022,en-us,100,pussylicker
1023,en-us,100,pussylips
1024,en-us,100,pussylover
1025,en-us,100,pussypounder
1026,en-us,100,pusy
1027,en-us,100,quashie
1028,en-us,100,queef
1029,en-us,100,queer
1030,en-us,100,quickie
1031,en-us,100,quim
1032,en-us,100,ra8s
1033,en-us,100,rabbi
1034,en-us,100,racial
1035,en-us,100,racist
1036,en-us,100,radical
1037,en-us,100,radicals
1038,en-us,100,raghead
1039,en-us,100,randy
1040,en-us,100,rape
1041,en-us,100,raped
1042,en-us,100,raper
1043,en-us,100,rapist
1044,en-us,100,rearend
1045,en-us,100,rearentry
1046,en-us,100,rectum
1047,en-us,100,redlight
1048,en-us,100,redneck
1049,en-us,100,reefer
1050,en-us,100,reestie
1051,en-us,100,refugee
1052,en-us,100,reject
1053,en-us,100,remains
1054,en-us,100,rentafuck
1055,en-us,100,republican
1056,en-us,100,rere
1057,en-us,100,retard
1058,en-us,100,retarded
1059,en-us,100,ribbed
1060,en-us,100,rigger
1061,en-us,100,rimjob
1062,en-us,100,rimming
1063,en-us,100,roach
1064,en-us,100,robber
1065,en-us,100,roundeye
1066,en-us,100,rump
1067,en-us,100,russki
1068,en-us,100,russkie
1069,en-us,100,sadis
1070,en-us,100,sadom
1071,en-us,100,samckdaddy
1072,en-us,100,sandm
1073,en-us,100,sandnigger
1074,en-us,100,satan
1075,en-us,100,scag
1076,en-us,100,scallywag
1077,en-us,100,scat
1078,en-us,100,schlong
1079,en-us,100,screw
1080,en-us,100,screwyou
1081,en-us,100,scrotum
1082,en-us,100,scum
1083,en-us,100,semen
1084,en-us,100,seppo
1085,en-us,100,servant
1086,en-us,100,sex
1087,en-us,100,sexed
1088,en-us,100,sexfarm
1089,en-us,100,sexhound
1090,en-us,100,sexhouse
1091,en-us,100,sexing
1092,en-us,100,sexkitten
1093,en-us,100,sexpot
1094,en-us,100,sexslave
1095,en-us,100,sextogo
1096,en-us,100,sextoy
1097,en-us,100,sextoys
1098,en-us,100,sexual
1099,en-us,100,sexually
1100,en-us,100,sexwhore
1101,en-us,100,sexy
1102,en-us,100,sexymoma
1103,en-us,100,sexy-slim
1104,en-us,100,shag
1105,en-us,100,shaggin
1106,en-us,100,shagging
1107,en-us,100,shat
1108,en-us,100,shav
1109,en-us,100,shawtypimp
1110,en-us,100,sheeney
